student_id,first_name,last_name,sex,date_of_birth,grade,status,contract_rate,created,updated
252,Theodore,Perez,M,2008-07-27,9,Inactive,100,2023-07-13 17:00:00,2023-11-23 00:00:00
253,Abigail,Brown,F,2011-01-11,8,Inactive,100,2023-07-14 14:00:00,2024-11-20 00:00:00
254,Maya,Sanchez,F,2006-01-05,12,Inactive,100,2023-07-15 17:00:00,2023-09-09 00:00:00
255,Victoria,Baker,F,2006-05-07,11,Inactive,100,2023-07-17 15:00:00,2023-11-27 00:00:00
256,Chloe,Jones,F,2011-03-26,6,Inactive,100,2023-07-19 16:00:00,2023-10-18 00:00:00
257,Kennedy,Nguyen,F,2010-06-27,7,Inactive,100,2023-07-23 16:00:00,2023-12-03 00:00:00
258,Grace,Taylor,F,2007-10-27,10,Inactive,100,2023-08-04 16:00:00,2023-12-15 00:00:00
259,Ellie,Allen,F,2006-05-28,11,Inactive,100,2023-08-05 13:00:00,2023-12-16 00:00:00
260,Abigail,Moore,F,2006-04-18,12,Inactive,100,2023-08-08 13:00:00,2024-09-24 00:00:00
261,Ava,Rivera,F,2010-05-17,10,Inactive,100,2023-08-10 13:00:00,2025-10-28 00:00:00
262,Caroline,Jackson,F,2008-05-26,9,Inactive,100,2023-08-11 14:00:00,2023-08-18 00:00:00
263,Hudson,Lopez,M,2010-05-20,8,Active,100,2023-08-13 16:00:00,2025-10-10 00:00:00
264,Caroline,Carter,F,2006-07-26,11,Inactive,100,2023-08-14 17:00:00,2023-11-27 00:00:00
265,Thomas,Scott,M,2008-07-19,9,Inactive,100,2023-08-21 18:00:00,2023-08-28 00:00:00
266,David,Lewis,M,2006-06-10,11,Inactive,100,2023-08-22 14:00:00,2024-01-02 00:00:00
267,Gabriel,Allen,M,2007-03-24,11,Inactive,100,2023-08-23 17:00:00,2023-10-16 00:00:00
268,Scarlett,Baker,F,2007-10-09,12,Inactive,100,2023-08-29 16:00:00,2025-11-13 00:00:00
269,Brooklyn,Nguyen,F,2008-02-24,11,Active,100,2023-08-30 14:00:00,2025-09-13 00:00:00
270,Grace,Gonzalez,F,2008-09-25,9,Inactive,100,2023-08-31 18:00:00,2024-01-11 00:00:00
271,Willow,Wilson,F,2008-09-04,9,Inactive,100,2023-09-01 17:00:00,2024-01-12 00:00:00
272,Skylar,Walker,F,2007-07-21,12,Inactive,100,2023-09-02 16:00:00,2023-11-04 00:00:00
273,Anna,Hall,F,2008-07-01,11,Inactive,100,2023-09-03 16:00:00,2025-10-15 00:00:00
274,Scarlett,Smith,F,2006-10-10,11,Inactive,100,2023-09-04 17:00:00,2023-09-11 00:00:00
275,Maverick,King,M,2011-03-12,7,Inactive,100,2023-09-05 14:00:00,2025-09-19 00:00:00
276,Emily,Thompson,F,2010-06-11,7,Inactive,100,2023-09-06 15:00:00,2024-01-17 00:00:00
277,Nova,Perez,F,2011-05-13,8,Inactive,100,2023-09-07 13:00:00,2025-04-05 00:00:00
278,Noah,Torres,M,2011-02-01,7,Inactive,100,2023-09-08 13:00:00,2024-09-14 00:00:00
279,Hannah,Adams,F,2010-10-19,10,Inactive,100,2023-09-10 15:00:00,2025-11-08 00:00:00
280,Scarlet,Gonzalez,F,2007-12-27,10,Inactive,100,2023-09-11 14:00:00,2024-01-22 00:00:00
281,Sophia,Lee,F,2006-05-28,11,Inactive,100,2023-09-12 14:00:00,2024-01-23 00:00:00
282,Hannah,Miller,F,2008-02-06,9,Inactive,100,2023-09-14 16:00:00,2024-01-25 00:00:00
283,Levi,Ramirez,M,2010-08-10,7,Inactive,100,2023-09-15 15:00:00,2023-09-22 00:00:00
284,Isabella,Johnson,F,2007-04-14,10,Inactive,100,2023-09-17 14:00:00,2024-01-28 00:00:00
285,Ethan,Martinez,M,2008-12-18,10,Inactive,100,2023-09-19 18:00:00,2025-02-20 00:00:00
286,Jack,Thomas,M,2010-05-15,10,Inactive,100,2023-09-20 17:00:00,2024-11-27 00:00:00
287,Sophia,Young,F,2006-10-20,11,Inactive,100,2023-09-24 17:00:00,2024-02-04 00:00:00
288,Olivia,Scott,F,2007-05-23,11,Inactive,100,2023-09-25 18:00:00,2025-10-06 00:00:00
289,Ellie,White,F,2008-11-14,12,Inactive,100,2023-09-26 14:00:00,2025-10-03 00:00:00
290,Jackson,Moore,M,2008-07-20,10,Inactive,100,2023-09-27 13:00:00,2025-10-05 00:00:00
291,Elijah,Taylor,M,2010-02-24,9,Inactive,100,2023-09-28 17:00:00,2025-10-06 00:00:00
292,Stella,Clark,F,2010-08-28,10,Inactive,100,2023-09-29 18:00:00,2025-09-19 00:00:00
293,Nora,Adams,F,2011-05-07,9,Inactive,100,2023-09-30 14:00:00,2025-11-30 00:00:00
294,Luke,White,M,2007-05-19,12,Inactive,100,2023-10-02 16:00:00,2025-09-30 00:00:00
295,Sofia,Walker,F,2007-09-09,12,Inactive,100,2023-10-03 15:00:00,2024-09-24 00:00:00
296,Anna,White,F,2008-02-15,9,Inactive,100,2023-10-04 15:00:00,2024-02-14 00:00:00
297,Scarlet,Green,F,2008-12-18,12,Inactive,100,2023-10-06 18:00:00,2025-11-05 00:00:00
298,James,Baker,M,2008-11-17,11,Active,100,2023-10-10 17:00:00,2025-10-15 00:00:00
299,Skylar,Rivera,F,2007-07-01,10,Inactive,100,2023-10-11 15:00:00,2024-02-21 00:00:00
300,Samantha,King,F,2007-11-01,10,Inactive,100,2023-10-13 13:00:00,2024-02-23 00:00:00
301,Kennedy,Green,F,2010-01-21,8,Inactive,100,2023-10-14 17:00:00,2025-11-01 00:00:00
302,Claire,Johnson,F,2010-05-09,7,Inactive,100,2023-10-15 13:00:00,2024-02-25 00:00:00
303,Chloe,Lewis,F,2011-07-17,9,Inactive,100,2023-10-17 18:00:00,2025-09-16 00:00:00
304,Leah,Wilson,F,2008-09-07,10,Inactive,100,2023-10-18 14:00:00,2024-10-05 00:00:00
305,Noah,Moore,M,2006-05-09,11,Inactive,100,2023-10-19 14:00:00,2024-02-29 00:00:00
306,Scarlett,Carter,F,2011-08-15,6,Inactive,100,2023-10-21 13:00:00,2023-10-28 00:00:00
307,Maya,Green,F,2008-03-18,9,Inactive,100,2023-10-22 13:00:00,2024-03-03 00:00:00
308,Riley,Robinson,F,2008-02-02,12,Inactive,100,2023-10-24 15:00:00,2024-11-04 00:00:00
309,Stella,White,F,2008-07-20,9,Inactive,100,2023-10-25 17:00:00,2024-03-06 00:00:00
310,Caroline,Rodriguez,F,2011-07-10,6,Inactive,100,2023-10-26 15:00:00,2024-03-07 00:00:00
311,Brooklyn,Smith,F,2008-07-07,11,Active,100,2023-10-27 13:00:00,2025-09-04 00:00:00
312,Wyatt,Carter,M,2011-03-16,8,Inactive,100,2023-10-29 13:00:00,2025-10-14 00:00:00
313,Oliver,Mitchell,M,2006-10-12,11,Inactive,100,2023-10-30 17:00:00,2024-03-11 00:00:00
314,Isaac,Mitchell,M,2007-05-04,12,Inactive,100,2023-10-31 16:00:00,2024-09-21 00:00:00
315,Anna,Allen,F,2010-03-18,10,Inactive,100,2023-11-01 13:00:00,2025-12-01 00:00:00
316,Leah,Lewis,F,2007-10-12,12,Inactive,100,2023-11-02 16:00:00,2025-10-20 00:00:00
317,Daniel,Rivera,M,2008-12-15,9,Inactive,100,2023-11-03 16:00:00,2024-03-15 00:00:00
318,Owen,Sanchez,M,2007-09-12,12,Inactive,100,2023-11-05 13:00:00,2024-11-20 00:00:00
319,Isaac,Scott,M,2006-06-21,11,Inactive,100,2023-11-06 16:00:00,2024-03-18 00:00:00
320,Isabella,Scott,F,2008-05-15,12,Inactive,100,2023-11-07 17:00:00,2025-12-01 00:00:00
321,Paisley,Carter,F,2011-01-07,6,Inactive,100,2023-11-08 15:00:00,2024-02-14 00:00:00
322,Gabriel,Flores,M,2006-12-10,11,Inactive,100,2023-11-09 14:00:00,2024-03-21 00:00:00
323,Genesis,Gonzalez,F,2008-04-12,12,Inactive,100,2023-11-10 15:00:00,2025-10-22 00:00:00
324,Dylan,Adams,M,2006-11-10,12,Inactive,100,2023-11-11 16:00:00,2025-01-23 00:00:00
325,Theodore,Flores,M,2008-12-26,11,Inactive,100,2023-11-12 13:00:00,2025-10-19 00:00:00
326,Stella,Flores,F,2007-07-17,10,Inactive,100,2023-11-13 17:00:00,2024-03-25 00:00:00
327,Paisley,Hall,F,2011-04-20,6,Inactive,100,2023-11-14 13:00:00,2023-12-12 00:00:00
328,Lucy,Gonzalez,F,2006-05-16,12,Inactive,100,2023-11-16 18:00:00,2024-10-28 00:00:00
329,Sophia,Hernandez,F,2008-06-09,11,Inactive,100,2023-11-17 17:00:00,2025-04-02 00:00:00
330,David,Robinson,M,2011-11-27,9,Inactive,100,2023-11-18 15:00:00,2025-11-21 00:00:00
331,Ethan,Ramirez,M,2006-05-05,12,Inactive,100,2023-11-19 14:00:00,2024-12-03 00:00:00
332,Thomas,Young,M,2006-10-08,12,Inactive,100,2023-11-20 18:00:00,2024-09-11 00:00:00
333,Ezra,Jackson,M,2010-04-03,7,Inactive,100,2023-11-21 15:00:00,2023-11-28 00:00:00
334,Gabriel,Garcia,M,2006-03-11,12,Inactive,100,2023-11-22 18:00:00,2024-11-16 00:00:00
335,Scarlett,Green,F,2010-06-05,10,Active,100,2023-11-23 14:00:00,2025-10-13 00:00:00
336,Aria,Smith,F,2006-11-23,11,Inactive,100,2023-11-27 18:00:00,2024-04-08 00:00:00
337,Caroline,Taylor,F,2010-01-23,9,Inactive,100,2023-11-28 13:00:00,2025-12-05 00:00:00
338,Scarlet,Jackson,F,2006-09-13,12,Inactive,100,2023-11-29 16:00:00,2024-10-03 00:00:00
339,Nova,Miller,F,2006-01-02,12,Inactive,100,2023-12-01 13:00:00,2025-01-18 00:00:00
340,Harper,Lee,F,2011-09-09,8,Active,100,2023-12-05 15:00:00,2025-09-04 00:00:00
341,Aria,Perez,F,2008-01-26,9,Inactive,100,2023-12-06 17:00:00,2024-04-17 00:00:00
342,Willow,Adams,F,2006-02-11,12,Active,100,2023-12-08 15:00:00,2025-10-17 00:00:00
343,Samuel,Lopez,M,2010-11-18,7,Inactive,100,2023-12-10 16:00:00,2024-04-21 00:00:00
344,Chloe,Jones,F,2011-01-04,8,Inactive,100,2023-12-12 16:00:00,2025-11-20 00:00:00
345,Wyatt,Williams,M,2007-03-08,10,Inactive,100,2023-12-13 18:00:00,2023-12-20 00:00:00
346,Olivia,Thomas,F,2008-11-20,11,Inactive,100,2023-12-14 16:00:00,2025-09-29 00:00:00
347,Levi,Rivera,M,2007-07-11,11,Active,100,2023-12-15 15:00:00,2025-09-18 00:00:00
348,Gabriel,Scott,M,2006-08-08,12,Inactive,100,2023-12-17 15:00:00,2024-10-27 00:00:00
349,Penelope,Perez,F,2007-02-14,10,Inactive,100,2023-12-18 17:00:00,2024-03-18 00:00:00
350,Lincoln,Jackson,M,2010-04-10,9,Inactive,100,2023-12-23 15:00:00,2025-11-02 00:00:00
351,Lucy,Campbell,F,2007-03-22,10,Inactive,100,2023-12-25 18:00:00,2024-05-06 00:00:00
352,Liam,Ramirez,M,2008-08-26,11,Inactive,100,2023-12-29 15:00:00,2024-11-04 00:00:00
353,Kennedy,Smith,F,2008-12-06,9,Inactive,100,2023-12-30 18:00:00,2024-05-11 00:00:00
354,Aurora,Allen,F,2008-04-04,11,Inactive,120,2024-01-02 18:00:00,2025-10-10 00:00:00
355,Sophia,Allen,F,2008-05-07,12,Inactive,120,2024-01-12 17:00:00,2024-10-02 00:00:00
356,Lily,Lopez,F,2008-02-06,11,Inactive,120,2024-01-13 15:00:00,2025-11-18 00:00:00
357,Victoria,Lewis,F,2009-03-03,12,Inactive,120,2024-01-14 14:00:00,2025-09-27 00:00:00
358,Jack,Torres,M,2011-09-28,8,Inactive,120,2024-01-17 13:00:00,2025-02-23 00:00:00
359,Aiden,Martin,M,2007-06-01,12,Inactive,120,2024-01-18 15:00:00,2024-12-01 00:00:00
360,Stella,Mitchell,F,2009-12-25,12,Inactive,120,2024-01-24 18:00:00,2025-10-21 00:00:00
361,Brooklyn,Nelson,F,2009-07-21,11,Inactive,120,2024-01-25 16:00:00,2025-10-01 00:00:00
362,Lily,King,F,2012-10-22,7,Inactive,120,2024-01-30 15:00:00,2024-10-16 00:00:00
363,Avery,Nelson,F,2009-03-05,9,Inactive,120,2024-01-31 14:00:00,2024-06-12 00:00:00
364,Julian,Campbell,M,2008-05-16,10,Inactive,120,2024-02-03 15:00:00,2024-06-22 00:00:00
365,Asher,Davis,M,2009-12-16,9,Inactive,120,2024-02-04 13:00:00,2024-06-30 00:00:00
366,Kennedy,Torres,F,2008-04-07,10,Inactive,120,2024-02-07 18:00:00,2024-06-19 00:00:00
367,Charles,Mitchell,M,2012-02-13,9,Inactive,120,2024-02-08 16:00:00,2025-11-06 00:00:00
368,Elijah,Green,M,2007-10-10,12,Inactive,120,2024-02-12 17:00:00,2024-11-15 00:00:00
369,Maya,White,F,2009-12-27,12,Inactive,120,2024-02-13 15:00:00,2025-10-15 00:00:00
370,Bella,Brown,F,2011-02-12,7,Inactive,120,2024-02-14 16:00:00,2024-06-26 00:00:00
371,Lily,Robinson,F,2007-05-15,12,Inactive,120,2024-02-15 18:00:00,2024-11-26 00:00:00
372,Savannah,Perez,F,2009-12-19,12,Inactive,120,2024-02-19 16:00:00,2025-11-25 00:00:00
373,Anthony,Hernandez,M,2007-07-21,11,Inactive,120,2024-02-25 17:00:00,2024-07-07 00:00:00
374,Anthony,Johnson,M,2012-04-05,8,Inactive,120,2024-02-27 14:00:00,2024-10-06 00:00:00
375,Zoey,Miller,F,2012-10-16,6,Inactive,120,2024-03-02 16:00:00,2024-07-13 00:00:00
376,Hudson,Williams,M,2012-06-22,9,Inactive,120,2024-03-07 13:00:00,2025-10-07 00:00:00
377,Aurora,Campbell,F,2007-06-20,11,Inactive,120,2024-03-08 14:00:00,2024-07-19 00:00:00
378,Jacob,King,M,2008-01-13,12,Inactive,120,2024-03-11 18:00:00,2024-12-01 00:00:00
379,Thomas,Smith,M,2011-03-21,11,Inactive,120,2024-03-16 18:00:00,2025-09-24 00:00:00
380,Elias,Hill,M,2012-11-04,8,Inactive,120,2024-03-19 16:00:00,2025-11-12 00:00:00
381,Aubrey,White,F,2007-09-24,11,Inactive,120,2024-03-21 14:00:00,2024-08-01 00:00:00
382,Aurora,Wright,F,2009-05-20,11,Inactive,120,2024-03-24 14:00:00,2025-10-11 00:00:00
383,Brooklyn,Martin,F,2007-04-06,12,Inactive,120,2024-03-25 16:00:00,2024-09-25 00:00:00
384,Mia,Rodriguez,F,2012-03-19,6,Inactive,120,2024-03-26 14:00:00,2024-06-25 00:00:00
385,Avery,Thompson,F,2012-01-14,9,Inactive,120,2024-03-28 14:00:00,2025-10-01 00:00:00
386,Elias,Brown,M,2012-09-09,6,Inactive,120,2024-04-01 17:00:00,2024-08-12 00:00:00
387,Jayden,Mitchell,M,2011-12-06,9,Active,120,2024-04-03 15:00:00,2025-10-12 00:00:00
388,Skylar,King,F,2011-05-12,8,Inactive,120,2024-04-04 15:00:00,2024-11-16 00:00:00
389,Henry,Mitchell,M,2008-09-28,12,Inactive,120,2024-04-05 17:00:00,2024-10-27 00:00:00
390,Alexander,Baker,M,2012-07-05,8,Inactive,120,2024-04-06 13:00:00,2025-04-05 00:00:00
391,Hudson,Carter,M,2011-07-23,8,Inactive,120,2024-04-07 15:00:00,2024-10-07 00:00:00
392,Elias,Perez,M,2012-10-27,7,Inactive,120,2024-04-10 17:00:00,2025-11-24 00:00:00
393,Aubrey,Campbell,F,2008-02-12,12,Inactive,120,2024-04-11 16:00:00,2024-10-28 00:00:00
394,Sofia,Campbell,F,2009-05-28,9,Inactive,120,2024-04-13 16:00:00,2024-08-24 00:00:00
395,Aurora,Rivera,F,2009-04-12,11,Inactive,120,2024-04-15 16:00:00,2025-09-14 00:00:00
396,Luca,Hill,M,2008-11-24,11,Inactive,120,2024-04-16 16:00:00,2024-10-14 00:00:00
397,Scarlet,Martin,F,2011-07-07,8,Inactive,120,2024-04-19 14:00:00,2025-04-09 00:00:00
398,Aiden,Johnson,M,2012-04-03,9,Inactive,120,2024-04-20 15:00:00,2025-09-22 00:00:00
399,Stella,Nguyen,F,2009-02-28,9,Inactive,120,2024-04-23 15:00:00,2024-09-03 00:00:00
400,Emily,Allen,F,2009-07-13,12,Inactive,120,2024-04-24 14:00:00,2025-09-17 00:00:00
401,Carter,Anderson,M,2009-11-20,11,Inactive,120,2024-04-26 17:00:00,2025-09-10 00:00:00
402,Scarlett,Walker,F,2007-07-02,12,Inactive,120,2024-04-28 13:00:00,2025-04-03 00:00:00
403,Olivia,Robinson,F,2009-10-01,11,Inactive,120,2024-05-03 16:00:00,2025-11-07 00:00:00
404,Lincoln,Young,M,2007-04-27,11,Inactive,120,2024-05-05 13:00:00,2024-07-07 00:00:00
405,David,Martin,M,2011-10-22,9,Active,120,2024-05-06 15:00:00,2025-11-02 00:00:00
406,Abigail,Anderson,F,2009-11-17,9,Inactive,120,2024-05-08 17:00:00,2024-09-18 00:00:00
407,Evelyn,Martinez,F,2008-08-11,11,Active,120,2024-05-09 14:00:00,2025-11-01 00:00:00
408,Mia,Johnson,F,2008-05-23,11,Inactive,120,2024-05-10 13:00:00,2024-10-05 00:00:00
409,Grace,Carter,F,2008-03-19,11,Inactive,120,2024-05-14 13:00:00,2024-11-06 00:00:00
410,Joseph,Rodriguez,M,2007-06-16,12,Inactive,120,2024-05-16 16:00:00,2024-09-14 00:00:00
411,Savannah,Thompson,F,2009-08-15,11,Inactive,120,2024-05-18 18:00:00,2025-10-27 00:00:00
412,Caroline,Thompson,F,2007-09-13,12,Inactive,120,2024-05-19 17:00:00,2024-12-07 00:00:00
413,Maverick,Harris,M,2007-12-19,11,Inactive,120,2024-05-20 15:00:00,2024-09-30 00:00:00
414,Abigail,Walker,F,2009-03-08,10,Inactive,120,2024-05-24 18:00:00,2025-09-12 00:00:00
415,Abigail,Jackson,F,2007-03-05,11,Inactive,120,2024-05-25 18:00:00,2024-10-05 00:00:00
416,Josiah,Wilson,M,2008-07-02,11,Inactive,120,2024-05-26 14:00:00,2024-11-24 00:00:00
417,Hannah,Roberts,F,2008-07-18,10,Inactive,120,2024-05-30 18:00:00,2024-10-10 00:00:00
418,Grace,Green,F,2011-10-08,12,Active,120,2024-06-01 18:00:00,2025-10-23 00:00:00
419,William,Mitchell,M,2009-11-11,10,Inactive,120,2024-06-02 15:00:00,2025-09-28 00:00:00
420,Lucy,Wright,F,2008-06-09,11,Active,120,2024-06-02 13:00:00,2025-10-06 00:00:00
421,Willow,Ramirez,F,2007-03-05,12,Inactive,120,2024-06-06 18:00:00,2024-10-10 00:00:00
422,Mia,Rodriguez,F,2009-06-03,11,Active,120,2024-06-07 16:00:00,2025-10-25 00:00:00
423,Levi,Martinez,M,2008-05-21,10,Inactive,120,2024-06-09 15:00:00,2024-10-20 00:00:00
424,Emilia,Lewis,F,2008-05-11,12,Active,120,2024-06-09 14:00:00,2025-09-01 00:00:00
425,Avery,Jackson,F,2011-10-23,7,Inactive,120,2024-06-18 17:00:00,2024-10-29 00:00:00
426,Lucy,Johnson,F,2008-12-08,12,Inactive,120,2024-06-18 17:00:00,2025-09-16 00:00:00
427,Lincoln,Martinez,M,2008-03-17,12,Inactive,120,2024-06-24 14:00:00,2025-12-06 00:00:00
428,Matthew,Green,M,2009-12-21,12,Inactive,120,2024-06-25 13:00:00,2025-10-24 00:00:00
429,Luca,Brown,M,2009-10-14,12,Inactive,120,2024-06-29 18:00:00,2025-09-12 00:00:00
430,Emilia,Harris,F,2011-05-20,9,Active,120,2024-07-05 18:00:00,2025-09-14 00:00:00
431,Emilia,Wilson,F,2012-01-05,6,Inactive,120,2024-07-09 17:00:00,2024-11-19 00:00:00
432,Amelia,Lee,F,2009-03-02,11,Inactive,120,2024-07-15 17:00:00,2025-09-28 00:00:00
433,Jack,Thompson,M,2009-08-14,10,Inactive,120,2024-07-15 13:00:00,2024-10-17 00:00:00
434,Lincoln,Green,M,2009-06-05,11,Active,120,2024-07-19 18:00:00,2025-11-14 00:00:00
435,Hazel,Gonzalez,F,2007-10-11,12,Active,120,2024-07-25 17:00:00,2025-11-21 00:00:00
436,Luca,Green,M,2007-10-08,12,Inactive,120,2024-07-25 15:00:00,2024-10-09 00:00:00
437,Nova,Clark,F,2007-06-21,12,Inactive,120,2024-07-26 16:00:00,2024-12-07 00:00:00
438,Harper,Torres,F,2011-04-13,9,Active,120,2024-07-27 14:00:00,2025-09-11 00:00:00
439,Bella,White,F,2007-08-13,12,Inactive,120,2024-07-27 15:00:00,2024-09-10 00:00:00
440,Ethan,Anderson,M,2009-11-03,10,Inactive,120,2024-07-31 18:00:00,2024-10-19 00:00:00
441,Jack,Adams,M,2007-05-13,12,Inactive,120,2024-07-31 13:00:00,2024-11-03 00:00:00
442,Skylar,Rodriguez,F,2007-10-23,11,Inactive,120,2024-08-10 15:00:00,2024-12-21 00:00:00
443,Asher,Nguyen,M,2008-06-21,10,Inactive,120,2024-08-10 17:00:00,2024-12-21 00:00:00
444,Logan,Garcia,M,2012-11-16,6,Inactive,120,2024-08-15 13:00:00,2024-12-26 00:00:00
445,Elizabeth,Hernandez,F,2008-11-05,10,Inactive,120,2024-08-16 16:00:00,2024-12-27 00:00:00
446,Paisley,Lopez,F,2007-05-17,12,Inactive,120,2024-08-17 15:00:00,2024-09-17 00:00:00
447,Julian,Thomas,M,2008-05-14,10,Inactive,120,2024-08-18 18:00:00,2024-12-29 00:00:00
448,Maverick,Thompson,M,2009-12-08,12,Inactive,120,2024-08-18 18:00:00,2025-09-10 00:00:00
449,David,Sanchez,M,2012-12-07,7,Inactive,120,2024-08-19 17:00:00,2025-09-10 00:00:00
450,Amelia,Brown,F,2009-09-12,9,Inactive,120,2024-08-21 15:00:00,2025-01-01 00:00:00
451,Isaac,Lewis,M,2009-04-09,10,Inactive,120,2024-08-22 18:00:00,2025-10-13 00:00:00
452,Emilia,Anderson,F,2009-06-14,9,Inactive,120,2024-08-28 14:00:00,2025-01-08 00:00:00
453,Jayden,Anderson,M,2011-01-12,9,Inactive,120,2024-08-30 13:00:00,2025-11-02 00:00:00
454,Stella,Garcia,F,2008-04-07,10,Inactive,120,2024-08-31 18:00:00,2025-01-11 00:00:00
455,Benjamin,Ramirez,M,2011-11-18,8,Inactive,120,2024-09-01 15:00:00,2025-11-09 00:00:00
456,Ellie,Rivera,F,2012-12-26,8,Inactive,120,2024-09-01 17:00:00,2025-11-07 00:00:00
457,Olivia,Clark,F,2011-09-20,7,Inactive,120,2024-09-02 18:00:00,2025-01-13 00:00:00
458,Riley,Scott,F,2009-11-14,9,Inactive,120,2024-09-03 16:00:00,2025-01-14 00:00:00
459,Josiah,Torres,M,2008-06-03,11,Inactive,120,2024-09-04 13:00:00,2025-10-10 00:00:00
460,Lucy,Clark,F,2012-12-19,6,Inactive,120,2024-09-05 14:00:00,2025-01-16 00:00:00
461,Maverick,Jones,M,2009-06-03,9,Inactive,120,2024-09-05 17:00:00,2024-09-12 00:00:00
462,Paisley,Adams,F,2012-12-06,8,Active,120,2024-09-06 15:00:00,2025-10-12 00:00:00
463,Luca,Lewis,M,2008-03-26,11,Inactive,120,2024-09-06 18:00:00,2025-10-08 00:00:00
464,Ava,Campbell,F,2007-11-21,12,Inactive,120,2024-09-07 17:00:00,2024-09-23 00:00:00
465,Chloe,Garcia,F,2008-12-19,12,Inactive,120,2024-09-08 16:00:00,2025-10-14 00:00:00
466,Mia,Sanchez,F,2011-05-09,9,Inactive,120,2024-09-09 17:00:00,2025-10-03 00:00:00
467,Scarlet,Martinez,F,2009-02-26,11,Inactive,120,2024-09-09 18:00:00,2025-11-11 00:00:00
468,Maya,Campbell,F,2011-10-21,8,Inactive,120,2024-09-11 18:00:00,2025-11-02 00:00:00
469,Michael,Green,M,2011-02-21,8,Inactive,120,2024-09-12 15:00:00,2024-11-07 00:00:00
470,Elizabeth,Anderson,F,2011-10-17,7,Inactive,120,2024-09-13 18:00:00,2024-09-20 00:00:00
471,Harper,Thomas,F,2011-04-01,9,Inactive,120,2024-09-15 15:00:00,2025-12-01 00:00:00
472,Josiah,Garcia,M,2008-11-13,12,Inactive,120,2024-09-16 14:00:00,2025-09-21 00:00:00
473,Genesis,Johnson,F,2008-03-19,11,Inactive,120,2024-09-17 17:00:00,2025-11-30 00:00:00
474,Joseph,Ramirez,M,2012-07-05,6,Inactive,120,2024-09-17 15:00:00,2025-01-28 00:00:00
475,Emily,Moore,F,2011-08-22,9,Inactive,120,2024-09-18 16:00:00,2025-10-10 00:00:00
476,Scarlet,Hill,F,2008-01-14,12,Active,120,2024-09-19 17:00:00,2025-09-13 00:00:00
477,Avery,Lee,F,2007-01-23,12,Inactive,120,2024-09-20 14:00:00,2024-10-10 00:00:00
478,Victoria,Brown,F,2012-02-19,6,Inactive,120,2024-09-24 13:00:00,2025-02-04 00:00:00
479,Sofia,Perez,F,2012-07-04,6,Inactive,120,2024-09-24 16:00:00,2025-02-04 00:00:00
480,William,White,M,2007-03-08,11,Inactive,120,2024-09-25 17:00:00,2025-02-05 00:00:00
481,William,Nguyen,M,2008-03-10,11,Inactive,120,2024-09-25 18:00:00,2024-11-12 00:00:00
482,Anna,Jackson,F,2007-12-27,12,Inactive,120,2024-09-26 15:00:00,2025-09-18 00:00:00
483,William,Taylor,M,2011-12-20,7,Inactive,120,2024-09-28 18:00:00,2024-10-19 00:00:00
484,Victoria,Gonzalez,F,2009-09-17,9,Inactive,120,2024-09-28 16:00:00,2025-02-08 00:00:00
485,Scarlet,Carter,F,2012-08-04,6,Inactive,120,2024-09-30 14:00:00,2025-02-10 00:00:00
486,Elizabeth,Thompson,F,2007-07-12,12,Inactive,120,2024-10-01 15:00:00,2024-12-02 00:00:00
487,Amelia,Allen,F,2012-07-14,10,Active,120,2024-10-02 16:00:00,2025-10-16 00:00:00
488,Samantha,Gonzalez,F,2009-12-17,11,Inactive,120,2024-10-02 14:00:00,2025-10-15 00:00:00
489,Evelyn,Campbell,F,2008-07-11,10,Inactive,120,2024-10-03 16:00:00,2025-02-13 00:00:00
490,Zoey,Harris,F,2009-05-11,10,Inactive,120,2024-10-06 14:00:00,2025-09-14 00:00:00
491,Elijah,Flores,M,2008-07-11,11,Active,120,2024-10-06 15:00:00,2025-09-27 00:00:00
492,Evelyn,Taylor,F,2007-01-07,12,Inactive,120,2024-10-07 17:00:00,2024-11-08 00:00:00
493,Maverick,Williams,M,2007-03-20,12,Inactive,120,2024-10-07 18:00:00,2024-11-11 00:00:00
494,Lucy,Garcia,F,2011-04-04,7,Inactive,120,2024-10-08 18:00:00,2025-02-18 00:00:00
495,Jacob,Mitchell,M,2007-06-04,12,Inactive,120,2024-10-09 14:00:00,2025-03-07 00:00:00
496,Noah,Lopez,M,2007-02-23,12,Inactive,120,2024-10-09 13:00:00,2025-11-23 00:00:00
497,Claire,Wright,F,2008-11-04,10,Inactive,120,2024-10-10 17:00:00,2025-02-20 00:00:00
498,Harper,Johnson,F,2011-05-07,9,Inactive,120,2024-10-10 17:00:00,2025-11-23 00:00:00
499,Harper,Mitchell,F,2009-09-27,11,Inactive,120,2024-10-11 18:00:00,2025-09-28 00:00:00
500,Aria,Mitchell,F,2009-02-15,10,Inactive,120,2024-10-11 15:00:00,2025-10-14 00:00:00
501,Nova,Nelson,F,2009-03-05,11,Inactive,120,2024-10-12 13:00:00,2025-11-28 00:00:00
502,Dylan,Harris,M,2008-07-17,12,Inactive,120,2024-10-12 18:00:00,2025-11-23 00:00:00
503,Amelia,Miller,F,2011-01-26,7,Inactive,120,2024-10-14 16:00:00,2025-02-24 00:00:00
504,Isabella,Moore,F,2012-11-12,9,Inactive,120,2024-10-15 14:00:00,2025-11-27 00:00:00
